law,id_palette,cr1,cg1,cb1,cr2,cg2,cb2,cr3,cg3,cb3,cr4,cg4,cb4,cr5,cg5,cb5
2,959,1.000000,0.284819,0.588837,1.000000,0.284819,0.911127,0.284819,0.447638,1.000000,0.444291,0.284819,1.000000,0.766581,0.284819,1.000000
2,960,0.026386,0.065472,0.035461,0.138236,0.343007,0.253350,0.203865,0.505853,0.423454,0.309109,0.766994,0.339879,0.155572,0.386022,0.247101
2,961,0.361506,0.309227,1.000000,1.000000,0.309227,0.863731,1.000000,0.529485,0.309227,1.000000,0.309227,0.476350,0.748888,0.309227,1.000000
2,962,0.318266,1.000000,0.692755,0.318266,0.680730,1.000000,0.318266,0.993987,1.000000,0.318266,1.000000,0.379498,0.570291,1.000000,0.318266
2,963,1.000000,0.165100,0.652490,1.000000,0.165100,0.894045,1.000000,0.165100,0.410936,1.000000,0.165100,0.169381,0.864401,0.165100,1.000000
2,964,1.000000,0.745508,0.499373,1.000000,0.527637,0.499373,1.000000,0.963380,0.499373,0.818749,1.000000,0.499373,0.600878,1.000000,0.499373
2,965,1.000000,0.191240,0.210430,0.968132,1.000000,0.191240,1.000000,0.458657,0.191240,1.000000,0.745263,0.191240,0.681526,1.000000,0.191240
2,966,0.708619,1.000000,0.463526,1.000000,0.497069,0.463526,0.463526,0.987255,1.000000,1.000000,0.894225,0.463526,0.463526,1.000000,0.615589
2,967,0.430943,1.000000,0.518985,1.000000,0.556640,0.430943,1.000000,0.430943,0.672066,0.709721,1.000000,0.430943,1.000000,0.923460,0.430943
2,968,0.094221,0.364624,1.000000,0.094221,0.898652,1.000000,0.891873,0.094221,1.000000,1.000000,0.094221,0.574100,0.357846,0.094221,1.000000
2,969,0.735987,0.494146,1.000000,1.000000,0.494146,0.898476,1.000000,0.494146,0.715707,1.000000,0.494146,0.532939,0.918756,0.494146,1.000000
2,970,0.353048,0.124623,1.000000,0.508320,0.124622,1.000000,0.663590,0.124623,1.000000,0.818862,0.124623,1.000000,0.197777,0.124623,1.000000
2,971,1.000000,0.814481,0.109309,1.000000,0.371691,0.109309,0.299939,1.000000,0.109309,0.742729,1.000000,0.109309,1.000000,0.109309,0.289717
2,972,0.292867,0.712291,0.199281,0.452554,0.496509,0.138911,0.014092,0.042863,0.050369,0.176784,0.631881,0.409900,0.221728,0.277923,0.792522
2,973,0.611606,0.414152,1.000000,1.000000,0.414152,0.616928,0.414152,0.602431,1.000000,0.414152,0.988163,1.000000,0.997339,0.414152,1.000000
2,974,1.000000,0.993737,0.001828,1.000000,0.636215,0.001828,1.000000,0.278694,0.001828,0.291220,1.000000,0.001828,0.648741,1.000000,0.001828
2,975,0.762500,0.599611,0.093057,1.000000,0.377783,0.122041,0.113977,0.287500,0.035087,0.006102,0.050000,0.012812,0.422642,0.525000,0.064072
2,976,0.206948,1.000000,0.717372,0.206948,0.831842,1.000000,0.206948,0.982104,1.000000,0.206948,0.681580,1.000000,0.206948,1.000000,0.867634
2,977,0.119975,0.034916,0.049975,0.439042,0.240536,0.127771,0.839258,0.780700,0.244244,0.414883,0.147472,0.506735,0.608372,0.177051,0.486029
2,978,0.560742,0.126971,1.000000,0.126971,0.384003,1.000000,0.906144,0.126971,1.000000,0.215341,0.126971,1.000000,0.126971,0.729405,1.000000
2,979,0.298338,1.000000,0.982666,0.298338,0.531184,1.000000,0.298338,1.000000,0.496517,0.586310,1.000000,0.298338,1.000000,0.927541,0.298338
2,980,1.000000,0.042249,0.850689,0.455717,0.042249,1.000000,0.802513,0.042249,1.000000,0.108920,0.042249,1.000000,1.000000,0.042249,0.503893
2,981,0.131423,0.295707,1.000000,0.131423,1.000000,0.683127,0.131423,0.806291,1.000000,0.988304,0.131423,1.000000,0.477722,0.131423,1.000000
2,982,1.000000,0.728466,0.172552,1.000000,0.172552,0.507314,1.000000,0.172552,0.804207,1.000000,0.172552,0.210422,1.000000,0.431574,0.172552
2,983,0.364027,0.055126,1.000000,0.055126,0.813940,1.000000,0.719932,0.055126,1.000000,0.055126,0.458035,1.000000,0.055126,0.102131,1.000000
2,984,1.000000,0.594576,0.490988,0.685986,1.000000,0.490988,0.490988,0.984571,1.000000,0.490988,1.000000,0.655710,1.000000,0.954295,0.490988
2,985,0.273879,0.133613,0.287500,0.728310,0.464742,1.000000,0.050000,0.023237,0.048630,0.460873,0.243989,0.525000,0.612350,0.354366,0.762500
2,986,0.642862,1.000000,0.034150,0.264418,1.000000,0.034150,0.034150,1.000000,0.182325,1.000000,0.978694,0.034150,1.000000,0.600250,0.034150
2,987,0.703134,1.000000,0.159055,1.000000,0.883681,0.159055,0.909726,1.000000,0.159055,1.000000,0.677089,0.159055,0.496541,1.000000,0.159055
2,988,0.416822,0.220227,0.067615,0.943092,0.152985,0.197247,0.269811,0.086829,0.043768,0.462343,0.339766,0.075000,0.695593,0.654838,0.112837
2,989,0.436248,1.000000,0.589573,0.436248,1.000000,0.816064,0.509413,1.000000,0.436248,0.436248,1.000000,0.476328,0.436248,1.000000,0.702818
2,990,0.472894,1.000000,0.042161,0.042161,1.000000,0.552015,0.042161,1.000000,0.238486,0.786423,1.000000,0.042161,0.159365,1.000000,0.042161
2,991,0.293269,0.799019,1.000000,0.293269,0.725979,1.000000,0.293269,0.506857,1.000000,0.293269,0.579898,1.000000,0.293269,0.652938,1.000000
2,992,0.388615,0.263190,1.000000,0.263190,1.000000,0.632220,0.798619,0.263190,1.000000,0.263190,0.547771,1.000000,0.263190,0.957776,1.000000
2,993,0.002440,1.000000,0.952317,0.002440,0.566105,1.000000,0.002440,0.084528,1.000000,0.002440,1.000000,0.470740,0.015717,1.000000,0.002440
2,994,0.566710,1.000000,0.257467,0.257467,1.000000,0.374198,0.257467,1.000000,0.800172,0.257467,0.773855,1.000000,0.992684,1.000000,0.257467
2,995,0.934253,1.000000,0.268632,0.419531,0.762500,0.204832,0.077232,0.287500,0.217107,0.141032,0.525000,0.194831,0.013432,0.043040,0.050000
2,996,0.246579,1.000000,0.411420,0.333773,1.000000,0.246579,0.246579,1.000000,0.537437,0.246579,1.000000,0.285403,0.246579,1.000000,0.663454
2,997,0.072732,0.257175,0.124037,0.062413,0.220687,0.065911,0.070026,0.247604,0.210363,0.396135,0.879109,0.248624,0.164251,0.580775,0.386768
2,998,0.038247,0.107217,0.257175,0.032820,0.185718,0.220687,0.247150,0.036756,0.208976,0.180706,0.036824,0.247604,0.177239,0.086373,0.580775
2,999,0.994204,1.000000,0.219937,0.470395,1.000000,0.219936,0.219937,0.982905,1.000000,0.219937,0.459096,1.000000,0.219936,1.000000,0.493287
3,0,0.826945,1.000000,0.432372,0.791566,0.700149,1.000000,0.638563,0.480041,1.000000,0.857671,0.795247,1.000000,0.605427,0.432372,1.000000
3,1,0.311046,0.502423,0.577983,0.228872,0.639118,0.801092,0.307607,0.122813,0.049853,0.247604,0.085220,0.021107,0.021069,0.183155,0.247150
3,2,0.879306,1.000000,0.625072,0.765285,1.000000,0.270871,0.795686,1.000000,0.365308,0.818497,1.000000,0.436172,0.505586,0.270871,1.000000
3,3,1.000000,0.384655,0.734668,1.000000,0.293097,0.695189,1.000000,0.453359,0.764293,0.293097,1.000000,0.597908,0.911449,1.000000,0.949631
3,4,1.000000,0.616812,0.929219,1.000000,0.288298,0.868536,1.000000,0.423230,0.893461,0.288298,1.000000,0.419762,1.000000,0.925672,0.986270
3,5,0.610122,0.432915,0.283887,0.006227,0.169933,0.307607,0.458679,0.214574,0.009286,0.039191,0.121244,0.190250,0.613942,0.585019,0.560695
3,6,1.000000,0.166286,0.879949,1.000000,0.118063,0.873005,0.118063,1.000000,0.245058,0.265939,1.000000,0.371641,1.000000,0.199725,0.884764
3,7,0.381718,1.000000,0.468597,0.345955,1.000000,0.437859,0.827387,1.000000,0.851642,1.000000,0.345955,0.908096,1.000000,0.771246,0.967856
3,8,1.000000,0.386322,0.525399,0.514824,0.525000,0.522694,0.035016,0.050000,0.046604,0.287500,0.235197,0.247050,0.294570,0.762500,0.656453
3,9,0.585716,1.000000,0.663184,0.627271,1.000000,0.696968,1.000000,0.107010,0.833018,0.462473,1.000000,0.562987,0.107010,1.000000,0.273993
3,10,1.000000,0.689047,0.932902,0.280359,0.525000,0.333148,0.030776,0.050000,0.034925,0.499887,1.000000,0.607803,1.000000,0.499887,0.892084
3,11,1.000000,0.272365,0.073417,1.000000,0.561531,0.441646,1.000000,0.796896,0.741364,0.073417,0.801051,1.000000,0.249590,0.838878,1.000000
3,12,0.365817,0.987021,1.000000,0.931820,0.998605,1.000000,1.000000,0.378796,0.365817,1.000000,0.844202,0.840947,0.437786,0.988494,1.000000
3,13,0.444569,1.000000,0.622840,1.000000,0.026912,0.687679,0.026912,1.000000,0.339233,1.000000,0.292622,0.772961,1.000000,0.893797,0.965913
3,14,0.848172,1.000000,0.323766,0.048425,0.050000,0.042986,0.499825,0.525000,0.412870,0.475594,0.323766,1.000000,0.884623,0.851218,1.000000
3,15,1.000000,0.713040,0.406115,0.406115,0.693075,1.000000,1.000000,0.987640,0.974420,1.000000,0.940470,0.876797,0.932900,0.965322,1.000000
3,16,0.578717,1.000000,0.570288,0.499533,1.000000,0.489520,0.943455,1.000000,0.942324,0.992858,0.635868,1.000000,0.989987,0.489520,1.000000
3,17,1.000000,0.973953,0.521624,0.501306,0.528459,1.000000,1.000000,0.987310,0.766945,0.147592,0.194005,1.000000,1.000000,0.953587,0.147592
3,18,0.246091,0.701536,1.000000,1.000000,0.605303,0.346648,1.000000,0.804890,0.677030,0.574835,0.831682,1.000000,1.000000,0.544555,0.246091
3,19,0.171324,1.000000,0.189284,1.000000,0.171324,0.982040,0.599673,1.000000,0.608350,0.532671,1.000000,0.542799,0.627682,1.000000,0.635751
3,20,0.989288,0.980867,1.000000,0.717749,1.000000,0.358759,0.804583,1.000000,0.556035,0.641010,0.358759,1.000000,0.839482,1.000000,0.635321
3,21,0.250862,0.308619,0.518881,0.335188,0.448063,0.858979,0.890520,0.818017,0.554074,0.738299,0.641282,0.288096,0.633480,0.681083,0.854380
3,22,0.659516,0.762500,0.231533,0.438711,0.303649,1.000000,0.033794,0.029894,0.050000,0.263124,0.287500,0.161825,0.298762,0.244323,0.525000
3,23,0.222049,0.220306,0.518881,0.150016,0.149223,0.285050,0.997711,0.998894,0.796231,0.888904,0.890520,0.613715,0.851510,0.854380,0.362752
3,24,0.870753,0.910472,1.000000,0.315982,0.526190,1.000000,0.758823,0.832940,1.000000,1.000000,0.980594,0.936854,1.000000,0.789792,0.315982
3,25,1.000000,0.901842,0.944905,0.404958,1.000000,0.738950,1.000000,0.762528,0.866709,0.716440,1.000000,0.875600,1.000000,0.404958,0.666008
3,26,0.342677,1.000000,0.378451,1.000000,0.342677,0.964226,0.270284,0.236356,0.268438,0.430254,0.607788,0.439916,0.516048,0.793990,0.531174
3,27,1.000000,0.334080,0.377018,1.000000,0.678422,0.699157,0.870206,1.000000,0.991631,0.334080,1.000000,0.957062,0.378595,1.000000,0.959932
3,28,0.610250,1.000000,0.873286,0.854583,1.000000,0.952723,0.334785,1.000000,0.783729,1.000000,0.334785,0.551056,0.628239,1.000000,0.879135
3,29,0.667576,0.075455,0.762500,0.286134,0.525000,0.247841,0.223448,1.000000,0.098958,0.025467,0.050000,0.021535,0.261940,0.102497,0.287500
3,30,0.052367,0.489393,1.000000,0.349296,0.649385,1.000000,1.000000,0.588154,0.106967,1.000000,0.562974,0.052367,0.871883,0.930968,1.000000
3,31,1.000000,0.859580,0.256995,1.000000,0.991512,0.955087,0.301740,0.433704,1.000000,0.222133,0.369141,1.000000,1.000000,0.852991,0.222133
3,32,0.267254,0.859262,1.000000,0.525000,0.321837,0.273539,0.050000,0.031282,0.026832,0.192559,0.269265,0.287500,0.762500,0.311094,0.203781
3,33,0.154723,0.501274,1.000000,0.424598,0.660504,1.000000,1.000000,0.984067,0.961139,0.584911,0.755091,1.000000,1.000000,0.653449,0.154723
3,34,1.000000,0.116430,0.254725,0.537027,1.000000,0.927536,0.872407,1.000000,0.980029,0.116430,1.000000,0.861704,1.000000,0.884271,0.902385
3,35,0.742316,0.686101,0.689317,0.260452,0.199816,0.203285,1.000000,0.464006,0.494670,0.464006,1.000000,0.969337,0.143222,0.179122,0.177068
3,36,0.046029,0.044143,0.050000,0.732976,1.000000,0.170865,0.437889,0.170865,1.000000,0.554880,0.343431,1.000000,0.496745,0.525000,0.437267
3,37,0.104518,0.066114,0.287500,0.030196,0.026040,0.050000,0.859539,1.000000,0.190290,0.252198,0.145096,0.762500,0.462033,0.525000,0.162016
3,38,1.000000,0.980980,0.961184,1.000000,0.658894,0.303870,0.588015,0.789889,1.000000,0.303870,0.644976,1.000000,0.860286,0.928746,1.000000
3,39,1.000000,0.831715,0.970536,0.019028,1.000000,0.190778,0.663040,1.000000,0.722035,0.945301,1.000000,0.954878,1.000000,0.019028,0.828250
3,40,0.363426,0.525000,0.196315,0.637596,1.000000,0.262775,0.042645,0.035534,0.050000,0.838334,1.000000,0.671129,0.625179,0.262775,1.000000
3,41,0.507307,0.477961,1.000000,0.681373,0.662395,1.000000,0.975079,1.000000,0.556674,0.569583,0.543947,1.000000,0.970655,1.000000,0.477961
3,42,0.646635,0.226977,1.000000,0.580343,1.000000,0.226977,0.238071,0.154321,0.308591,0.537210,0.809600,0.307849,0.521278,0.401724,0.621946
3,43,0.568712,1.000000,0.496469,0.385305,0.621946,0.345666,0.927758,0.496469,1.000000,0.800788,0.748178,0.809600,0.197317,0.125076,0.209418
3,44,1.000000,0.441008,0.935738,0.911960,1.000000,0.922081,0.320866,1.000000,0.398940,1.000000,0.320866,0.921927,1.000000,0.708841,0.966528
3,45,1.000000,0.234601,0.845137,1.000000,0.014138,0.800531,1.000000,0.076857,0.813221,0.014138,1.000000,0.213606,1.000000,0.616037,0.922313
3,46,0.095221,0.187264,0.209418,0.621946,0.348589,0.282795,0.378517,0.546244,0.586614,0.825659,0.735631,0.713963,0.266401,0.159083,0.133253
3,47,0.423950,1.000000,0.324848,0.998302,0.988430,1.000000,0.880017,1.000000,0.859376,0.722766,1.000000,0.675071,0.900897,0.324848,1.000000
3,48,0.732633,0.762500,0.201959,0.510546,0.525000,0.253716,0.277221,0.287500,0.094575,0.049291,0.050000,0.036689,0.304034,0.264864,1.000000
3,49,0.602964,0.479181,1.000000,0.493799,0.335983,1.000000,0.595312,0.469144,1.000000,0.659424,0.553244,1.000000,0.842184,1.000000,0.335983
3,50,0.912299,1.000000,0.981307,0.492444,1.000000,0.891819,1.000000,0.492444,0.600625,1.000000,0.901711,0.922660,1.000000,0.963330,0.971146
3,51,0.824931,0.479611,1.000000,0.432393,0.525000,0.385443,0.043378,0.030316,0.050000,0.499194,0.762500,0.365703,0.273711,0.246512,0.287500
3,52,0.704941,1.000000,0.296584,0.597726,0.307062,1.000000,0.591643,0.296584,1.000000,0.843813,0.730960,1.000000,0.689091,0.464442,1.000000
3,53,0.437838,0.836406,1.000000,1.000000,0.601432,0.437838,1.000000,0.877135,0.826705,0.649382,0.897967,1.000000,1.000000,0.913949,0.878630
3,54,1.000000,0.967345,0.792256,1.000000,0.872503,0.188896,0.290407,0.401948,1.000000,0.756628,0.794884,1.000000,0.188896,0.316393,1.000000
3,55,1.000000,0.849602,0.976393,1.000000,0.892065,0.983058,1.000000,0.725115,0.956853,0.438639,1.000000,0.526752,1.000000,0.438639,0.911887
3,56,0.709785,0.255076,1.000000,0.844932,0.601970,1.000000,0.917718,0.788797,1.000000,0.750347,0.359190,1.000000,0.545290,1.000000,0.255076
3,57,0.242038,1.000000,0.832365,1.000000,0.242038,0.409673,1.000000,0.835050,0.871531,0.741008,1.000000,0.942720,1.000000,0.315652,0.467006
3,58,0.582580,0.587334,0.421239,0.504393,0.506788,0.423132,0.263196,0.241486,1.000000,0.978290,1.000000,0.241486,0.314489,0.309963,0.468097
3,59,0.762500,0.596339,0.366147,0.525000,0.437969,0.317400,0.480193,0.698109,1.000000,0.036704,0.042278,0.050000,0.245211,0.262940,0.287500
3,60,0.442198,0.550163,1.000000,0.124080,0.293618,1.000000,1.000000,0.830462,0.124080,1.000000,0.841067,0.178871,1.000000,0.922012,0.597072
3,61,0.287500,0.280043,0.276370,0.259553,0.755672,1.000000,0.050000,0.038498,0.032833,0.762500,0.384209,0.197909,0.213801,0.422313,0.525000
3,62,1.000000,0.511688,0.562428,1.000000,0.652105,0.688255,0.949397,1.000000,0.994742,0.032146,1.000000,0.899430,1.000000,0.032146,0.132716
3,63,0.433462,0.255744,0.335879,0.584040,0.325630,0.442151,0.018746,0.483966,0.274192,0.968001,0.665089,0.801676,0.563776,0.021837,0.266204
3,64,0.607898,1.000000,0.778272,0.285086,1.000000,0.595725,1.000000,0.690933,0.865706,1.000000,0.080694,0.600549,0.080694,1.000000,0.480144
3,65,1.000000,0.912031,0.229365,0.952565,0.957980,1.000000,1.000000,0.927115,0.361512,0.229365,0.317335,1.000000,0.740916,0.770491,1.000000
3,66,1.000000,0.978565,0.171562,1.000000,0.985882,0.454374,0.171562,0.192997,1.000000,1.000000,0.995728,0.834913,0.812345,0.817200,1.000000
3,67,1.000000,0.031587,0.680711,0.852799,0.767252,0.824594,0.031587,1.000000,0.350876,0.028621,0.096513,0.051005,0.772815,0.515530,0.687987
3,68,0.305440,0.781086,1.000000,0.525000,0.325502,0.233684,0.046403,0.048866,0.050000,1.000000,0.524353,0.305440,1.000000,0.766022,0.658336
3,69,0.557219,1.000000,0.367214,0.809995,0.367214,1.000000,0.694604,1.000000,0.563553,0.631257,1.000000,0.473023,0.935956,0.786712,1.000000
3,70,0.171045,0.333555,1.000000,1.000000,0.889543,0.436559,0.246618,0.394312,1.000000,0.750002,0.799012,1.000000,1.000000,0.837491,0.171045
3,71,0.392520,0.875628,0.301505,0.190717,0.066610,0.214098,0.431789,0.082637,0.497568,0.322283,0.013451,0.380466,0.160564,0.852799,0.030150
3,72,0.551259,1.000000,0.081414,0.823040,0.654029,1.000000,0.720565,1.000000,0.427988,0.966155,0.933831,1.000000,0.530155,0.081414,1.000000
3,73,0.614488,1.000000,0.357756,0.673968,1.000000,0.456847,0.743269,0.357756,1.000000,0.493242,0.445553,0.525000,0.037705,0.019242,0.050000
3,74,0.384268,0.525000,0.367824,0.906950,0.110605,1.000000,0.046247,0.014131,0.050000,0.155287,0.762500,0.084336,0.248526,0.287500,0.243972
3,75,0.714906,0.811782,1.000000,1.000000,0.810110,0.441174,1.000000,0.972574,0.919289,0.441174,0.631064,1.000000,1.000000,0.886833,0.666960
3,76,1.000000,0.135382,0.889737,0.135382,1.000000,0.245644,0.484720,1.000000,0.550432,0.566561,1.000000,0.621837,1.000000,0.816076,0.976545
3,77,0.713628,0.568029,0.163324,0.555437,0.455841,0.179005,0.062035,0.117337,0.271054,0.060704,0.068489,0.090126,0.148738,0.136310,0.101766
3,78,0.508921,1.000000,0.517774,1.000000,0.266068,0.986770,1.000000,0.689300,0.994399,1.000000,0.364038,0.988536,0.266068,1.000000,0.279298
3,79,0.090126,0.083462,0.080537,0.125322,0.424219,0.555437,0.691129,0.566902,0.512365,0.396577,0.513767,0.565215,0.148738,0.068698,0.033559
3,80,0.266845,1.000000,0.697426,1.000000,0.557805,0.740299,0.929052,1.000000,0.970720,1.000000,0.611931,0.772087,1.000000,0.266845,0.569419
3,81,0.235131,0.972449,1.000000,0.925983,0.997334,1.000000,1.000000,0.834449,0.828263,1.000000,0.262682,0.235131,1.000000,0.446595,0.425916
3,82,0.733764,1.000000,0.260307,0.913122,1.000000,0.758625,0.858606,1.000000,0.607160,0.526543,0.260307,1.000000,0.939448,1.000000,0.831766
3,83,0.461080,0.416214,0.298663,0.452165,0.603500,1.000000,1.000000,0.848665,0.452165,0.085912,0.081669,0.070553,0.663628,0.584209,0.376131
3,84,0.983567,1.000000,0.247174,0.263607,0.247174,1.000000,0.989919,1.000000,0.538181,0.993583,1.000000,0.706015,0.602964,0.594104,1.000000
3,85,0.922997,0.725115,0.805819,0.085912,0.057110,0.068857,0.214811,0.255113,0.238676,0.476785,1.000000,0.786613,1.000000,0.476785,0.690173
3,86,0.470342,1.000000,0.460044,0.989948,0.472998,1.000000,0.984312,0.177513,1.000000,0.994683,0.721219,1.000000,0.193201,1.000000,0.177513
3,87,0.029889,0.442630,1.000000,0.792682,0.880887,1.000000,0.451960,0.685128,1.000000,0.262933,0.576524,1.000000,1.000000,0.587258,0.029889
3,88,0.204437,0.453449,0.922997,0.250234,0.435554,0.785002,0.352523,0.301643,0.205699,0.255113,0.186287,0.056506,0.266221,0.212104,0.110058
3,89,0.328621,1.000000,0.622297,1.000000,0.902858,0.957508,0.251434,1.000000,0.578874,1.000000,0.251434,0.672560,1.000000,0.765589,0.897464
3,90,0.266221,0.244926,0.248450,0.280801,0.785002,0.701556,0.352523,0.126100,0.163573,0.455830,0.335781,0.355649,0.936278,0.575860,0.635509
3,91,1.000000,0.864690,0.907930,0.318192,1.000000,0.782119,1.000000,0.632695,0.750073,1.000000,0.318192,0.536073,1.000000,0.706829,0.800516
3,92,0.965125,0.776709,0.902497,0.222888,1.000000,0.481193,0.104387,0.102035,0.103605,1.000000,0.222888,0.741694,0.331724,0.455830,0.372976
3,93,0.369425,0.498023,1.000000,0.238244,0.393595,1.000000,1.000000,0.903050,0.524612,0.849211,0.879963,1.000000,1.000000,0.844649,0.238244
3,94,0.535113,0.658317,0.925670,0.478539,0.424290,0.306569,0.147654,0.244870,0.455830,0.104387,0.088005,0.052456,0.965125,0.759290,0.312627
3,95,0.697273,1.000000,0.939235,1.000000,0.656454,0.725413,1.000000,0.559211,0.647689,1.000000,0.207536,0.366605,0.207536,1.000000,0.840932
3,96,0.206326,0.928600,1.000000,0.231756,0.498619,0.525000,0.762500,0.211766,0.157324,0.160580,0.276082,0.287500,0.036126,0.048752,0.050000
3,97,0.773540,0.807736,1.000000,1.000000,0.924358,0.499076,0.499076,0.574717,1.000000,0.849615,0.872324,1.000000,1.000000,0.930295,0.538392
3,98,0.787432,0.688836,1.000000,0.978276,1.000000,0.931441,0.736062,1.000000,0.167026,0.430963,0.167026,1.000000,0.774672,1.000000,0.288877
3,99,1.000000,0.399949,0.502043,0.622513,1.000000,0.935774,0.775846,1.000000,0.961862,0.399949,1.000000,0.897906,1.000000,0.897971,0.915331
3,100,0.070177,1.000000,0.926488,0.841899,1.000000,0.987501,1.000000,0.070177,0.143689,0.237560,1.000000,0.939722,1.000000,0.745627,0.765738
3,101,0.525000,0.478115,0.328382,0.037876,0.040767,0.050000,1.000000,0.797961,0.152730,0.571806,0.673912,1.000000,0.152730,0.354769,1.000000
3,102,0.017082,0.762500,0.275692,0.525000,0.233567,0.423892,0.162552,0.287500,0.205901,0.050000,0.030806,0.043341,1.000000,0.022403,0.660839
3,103,0.050000,0.024259,0.046720,1.000000,0.164929,0.893594,1.000000,0.380411,0.921051,0.447804,0.525000,0.457641,0.164929,1.000000,0.271336
3,104,0.470255,0.439398,0.604454,0.554170,0.451658,1.000000,0.897488,1.000000,0.451658,0.275690,0.284721,0.236411,0.713838,0.755757,0.531530
3,105,0.604454,0.317524,0.542094,0.365522,0.912124,0.484318,0.312474,1.000000,0.461897,1.000000,0.312474,0.850576,0.755757,0.509723,0.702285
3,106,0.056442,0.762500,0.387869,0.315003,0.525000,0.413577,0.050000,0.012615,0.032451,1.000000,0.074022,0.565342,0.206994,0.287500,0.244784
3,107,0.270355,0.089317,0.604454,0.529403,0.755757,0.111674,0.662562,0.485277,0.989735,0.288989,0.223854,0.409192,0.759664,0.677051,0.912124
3,108,1.000000,0.966936,0.555283,0.406858,0.450957,1.000000,0.652602,0.678430,1.000000,1.000000,0.955901,0.406858,0.612676,0.641472,1.000000
3,109,0.852233,0.789563,1.000000,0.861631,1.000000,0.535378,0.850981,1.000000,0.499617,0.590037,0.416166,1.000000,0.826129,1.000000,0.416166
3,110,1.000000,0.061572,0.538504,0.039988,0.056905,0.048307,0.322209,0.570041,0.444087,0.174153,0.687836,0.426769,0.061572,1.000000,0.523068
3,111,0.176632,0.191250,0.152658,0.621703,0.391038,1.000000,0.047779,0.042214,0.056905,0.643073,0.687836,0.569660,0.769335,1.000000,0.391038
3,112,0.908305,1.000000,0.780311,0.470896,0.091843,1.000000,0.701028,0.486842,1.000000,0.620948,1.000000,0.091843,0.657051,1.000000,0.178342
3,113,0.959636,0.948909,1.000000,0.853356,1.000000,0.301530,0.448174,0.301530,1.000000,0.868454,1.000000,0.373441,0.879820,1.000000,0.427579
3,114,0.347500,1.000000,0.259802,0.912301,0.259802,1.000000,0.035918,0.050000,0.034025,0.958664,0.651114,1.000000,0.497438,0.292374,0.525000
3,115,0.329422,1.000000,0.300796,0.333925,0.881471,0.310551,0.920792,0.388475,0.943516,0.971374,0.300796,1.000000,0.156070,0.382215,0.146416
3,116,0.900719,0.796479,1.000000,0.759491,1.000000,0.530423,0.986922,0.973190,1.000000,0.650922,1.000000,0.318450,0.667528,0.318450,1.000000
3,117,1.000000,0.534462,0.784112,0.619289,1.000000,0.795839,0.362344,1.000000,0.658050,1.000000,0.447987,0.744010,1.000000,0.362344,0.704294
3,118,0.077353,0.268629,0.175230,0.689458,0.901746,0.798087,0.461406,0.206459,0.330948,1.000000,0.262826,0.622784,0.262826,1.000000,0.640042
3,119,1.000000,0.918387,0.992808,0.487733,0.525000,0.491017,1.000000,0.155261,0.925563,0.155261,1.000000,0.229699,0.018342,0.050000,0.021131
3,120,0.440746,1.000000,0.610928,0.309546,0.525000,0.375109,0.762500,0.336069,0.632736,0.271966,0.287500,0.276693,0.050000,0.026116,0.042732
3,121,0.989913,0.368568,1.000000,0.030846,0.050000,0.030535,0.378655,1.000000,0.368568,0.460166,1.000000,0.451402,0.442898,0.525000,0.441565
3,122,0.461926,1.000000,0.199724,0.737427,1.000000,0.609475,0.839567,0.510336,1.000000,0.737798,0.199724,1.000000,0.986564,0.958991,1.000000
3,123,0.116462,0.041239,0.102361,0.157950,0.184001,0.162834,0.258020,1.000000,0.397109,1.000000,0.258020,0.860911,0.339950,0.596576,0.388056
3,124,1.000000,0.827007,0.538025,0.773288,0.858184,1.000000,1.000000,0.724379,0.263959,1.000000,0.917518,0.779733,0.263959,0.539580,1.000000
3,125,0.301056,0.525000,0.338042,1.000000,0.225784,0.872132,1.000000,0.123156,0.855182,0.050000,0.025075,0.045883,0.123156,1.000000,0.267974
3,126,0.570382,1.000000,0.392035,0.725941,0.065764,1.000000,0.761405,1.000000,0.662357,0.784815,0.266458,1.000000,0.339823,1.000000,0.065764
3,127,0.906920,1.000000,0.939080,0.310825,1.000000,0.548941,1.000000,0.310825,0.761884,1.000000,0.422280,0.800392,1.000000,0.876604,0.957365
3,128,0.555389,0.693211,1.000000,1.000000,0.794719,0.337766,0.337766,0.543047,1.000000,1.000000,0.826144,0.439143,0.795207,0.858690,1.000000
3,129,0.244198,0.620352,1.000000,0.884245,0.941855,1.000000,1.000000,0.944203,0.887888,1.000000,0.623846,0.244198,1.000000,0.738966,0.475507
3,130,0.750606,0.428731,1.000000,0.678125,1.000000,0.428731,0.793158,0.526201,1.000000,0.806079,0.555800,1.000000,0.768915,1.000000,0.589866
3,131,1.000000,0.293154,0.235532,1.000000,0.413757,0.365966,0.235532,0.942378,1.000000,1.000000,0.717557,0.694532,0.346023,0.950706,1.000000
3,132,0.550208,1.000000,0.517032,0.435798,1.000000,0.394185,0.953522,0.323369,1.000000,0.969076,0.549801,1.000000,0.369847,1.000000,0.323369
3,133,0.412962,1.000000,0.228086,0.283085,1.000000,0.057306,0.321538,1.000000,0.107869,0.838843,0.327121,1.000000,0.774221,0.057306,1.000000
3,134,0.570938,0.762500,0.178786,0.044677,0.050000,0.033781,0.504715,0.525000,0.463188,0.266846,0.287500,0.224563,0.485703,0.234474,1.000000
